Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,user1_activity,user2_activity,Total Power (W),Unix Time,state
2025-01-08 13:39:21,SMP01,Laboratory 207,0.631,24783.081,Refrigerator(207),abs,abs,0.631,1736343561,S0
2025-01-08 13:39:34,SMP01,Laboratory 207,0.631,24783.081,Refrigerator(207),abs,abs,0.631,1736343574,S0
2025-01-08 13:39:46,SMP01,Laboratory 207,0.658,24783.092,Refrigerator(207),abs,abs,0.658,1736343586,S0
2025-01-08 13:39:58,SMP01,Laboratory 207,0.658,24783.092,Refrigerator(207),abs,abs,0.658,1736343598,S0
2025-01-08 13:40:13,SMP01,Laboratory 207,0.658,24783.092,Refrigerator(207),abs,abs,0.658,1736343613,S0
2025-01-08 13:40:25,SMP01,Laboratory 207,0.658,24783.092,Refrigerator(207),abs,abs,0.658,1736343625,S0
2025-01-08 13:40:37,SMP01,Laboratory 207,0.658,24783.092,Refrigerator(207),abs,abs,0.658,1736343637,S0
2025-01-08 13:40:50,SMP01,Laboratory 207,0.682,24783.103,Refrigerator(207),abs,abs,0.682,1736343650,S0
2025-01-08 13:41:02,SMP01,Laboratory 207,0.682,24783.103,Refrigerator(207),abs,abs,0.682,1736343662,S0
2025-01-08 13:41:14,SMP01,Laboratory 207,0.682,24783.103,Refrigerator(207),abs,abs,0.682,1736343674,S0
2025-01-08 13:41:26,SMP01,Laboratory 207,0.682,24783.103,Refrigerator(207),abs,abs,0.682,1736343686,S0
2025-01-08 13:41:38,SMP01,Laboratory 207,0.682,24783.103,Refrigerator(207),abs,abs,0.682,1736343698,S0
2025-01-08 13:41:51,SMP01,Laboratory 207,0.692,24783.115,Refrigerator(207),abs,abs,0.692,1736343711,S0
2025-01-08 13:42:03,SMP01,Laboratory 207,0.692,24783.115,Refrigerator(207),abs,abs,0.692,1736343723,S0
2025-01-08 13:42:15,SMP01,Laboratory 207,0.692,24783.115,Refrigerator(207),abs,abs,0.692,1736343735,S0
2025-01-08 13:42:27,SMP01,Laboratory 207,0.692,24783.115,Refrigerator(207),abs,abs,0.692,1736343747,S0
2025-01-08 13:42:39,SMP01,Laboratory 207,0.677,24783.115,Refrigerator(207),abs,abs,0.677,1736343759,S0
2025-01-08 13:42:51,SMP01,Laboratory 207,0.677,24783.126,Refrigerator(207),abs,abs,0.677,1736343771,S0
2025-01-08 13:43:03,SMP01,Laboratory 207,0.677,24783.126,Refrigerator(207),abs,abs,0.677,1736343783,S0
2025-01-08 13:43:15,SMP01,Laboratory 207,0.677,24783.126,Refrigerator(207),abs,abs,0.677,1736343795,S0
2025-01-08 13:43:28,SMP01,Laboratory 207,0.677,24783.126,Refrigerator(207),abs,abs,0.677,1736343808,S0
2025-01-08 13:43:40,SMP01,Laboratory 207,0.66,24783.137,Refrigerator(207),abs,abs,0.66,1736343820,S0
2025-01-08 13:43:52,SMP01,Laboratory 207,0.66,24783.137,Refrigerator(207),abs,abs,0.66,1736343832,S0
2025-01-08 13:44:04,SMP01,Laboratory 207,0.66,24783.137,Refrigerator(207),abs,abs,0.66,1736343844,S0
2025-01-08 13:44:16,SMP01,Laboratory 207,0.66,24783.137,Refrigerator(207),abs,abs,0.66,1736343856,S0
2025-01-08 13:44:28,SMP01,Laboratory 207,0.66,24783.137,Refrigerator(207),abs,abs,0.66,1736343868,S0
2025-01-08 13:44:40,SMP01,Laboratory 207,0.663,24783.148,Refrigerator(207),abs,abs,0.663,1736343880,S0
2025-01-08 13:44:52,SMP01,Laboratory 207,0.663,24783.148,Refrigerator(207),abs,abs,0.663,1736343892,S0
2025-01-08 13:45:04,SMP01,Laboratory 207,0.663,24783.148,Refrigerator(207),abs,abs,0.663,1736343904,S0
2025-01-08 13:45:16,SMP01,Laboratory 207,0.663,24783.148,Refrigerator(207),abs,abs,0.663,1736343916,S0
2025-01-08 13:45:29,SMP01,Laboratory 207,0.663,24783.148,Refrigerator(207),abs,abs,0.663,1736343929,S0
2025-01-08 13:45:41,SMP01,Laboratory 207,0.629,24783.16,Refrigerator(207),abs,abs,0.629,1736343941,S0
2025-01-08 13:45:53,SMP01,Laboratory 207,0.629,24783.16,Refrigerator(207),abs,abs,0.629,1736343953,S0
2025-01-08 13:46:05,SMP01,Laboratory 207,0.629,24783.16,Refrigerator(207),abs,abs,0.629,1736343965,S0
2025-01-08 13:46:17,SMP01,Laboratory 207,0.629,24783.16,Refrigerator(207),abs,abs,0.629,1736343977,S0
2025-01-08 13:46:29,SMP01,Laboratory 207,0.629,24783.16,Refrigerator(207),abs,abs,0.629,1736343989,S0
2025-01-08 13:46:42,SMP01,Laboratory 207,0.678,24783.171,Refrigerator(207),abs,abs,0.678,1736344002,S0
2025-01-08 13:46:54,SMP01,Laboratory 207,0.678,24783.171,Refrigerator(207),abs,abs,0.678,1736344014,S0
2025-01-08 13:47:06,SMP01,Laboratory 207,0.678,24783.171,Refrigerator(207),abs,abs,0.678,1736344026,S0
2025-01-08 13:47:18,SMP01,Laboratory 207,0.678,24783.171,Refrigerator(207),abs,abs,0.678,1736344038,S0
2025-01-08 13:47:31,SMP01,Laboratory 207,0.678,24783.171,Refrigerator(207),abs,abs,0.678,1736344051,S0
2025-01-08 13:47:43,SMP01,Laboratory 207,32.888,24783.388,Refrigerator(207),abs,abs,32.888,1736344063,S0
2025-01-08 13:47:55,SMP01,Laboratory 207,32.888,24783.388,Refrigerator(207),abs,abs,32.888,1736344075,S0
2025-01-08 13:48:07,SMP01,Laboratory 207,32.888,24783.388,Refrigerator(207),abs,abs,32.888,1736344087,S0
2025-01-08 13:48:20,SMP01,Laboratory 207,32.888,24783.388,Refrigerator(207),abs,abs,32.888,1736344100,S0
2025-01-08 13:48:32,SMP01,Laboratory 207,32.888,24783.388,Refrigerator(207),abs,abs,32.888,1736344112,S0
2025-01-08 13:48:44,SMP01,Laboratory 207,28.651,24783.909,Refrigerator(207),abs,abs,28.651,1736344124,S0
2025-01-08 13:48:56,SMP01,Laboratory 207,28.651,24783.909,Refrigerator(207),abs,abs,28.651,1736344136,S0
2025-01-08 13:49:09,SMP01,Laboratory 207,28.651,24783.909,Refrigerator(207),abs,abs,28.651,1736344149,S0
2025-01-08 13:49:21,SMP01,Laboratory 207,28.651,24783.909,Refrigerator(207),abs,abs,28.651,1736344161,S0
2025-01-08 13:49:33,SMP01,Laboratory 207,28.651,24783.909,Refrigerator(207),abs,abs,28.651,1736344173,S0
2025-01-08 13:49:45,SMP01,Laboratory 207,25.263,24784.354,Refrigerator(207),abs,abs,25.263,1736344185,S0
2025-01-08 13:49:57,SMP01,Laboratory 207,25.263,24784.354,Refrigerator(207),abs,abs,25.263,1736344197,S0
2025-01-08 13:50:11,SMP01,Laboratory 207,25.263,24784.354,Refrigerator(207),abs,abs,25.263,1736344211,S0
2025-01-08 13:50:23,SMP01,Laboratory 207,25.263,24784.354,Refrigerator(207),abs,abs,25.263,1736344223,S0
2025-01-08 13:50:35,SMP01,Laboratory 207,25.263,24784.354,Refrigerator(207),abs,abs,25.263,1736344235,S0
2025-01-08 13:50:48,SMP01,Laboratory 207,23.977,24784.763,Refrigerator(207),abs,abs,23.977,1736344248,S0
2025-01-08 13:51:00,SMP01,Laboratory 207,23.977,24784.763,Refrigerator(207),abs,abs,23.977,1736344260,S0
2025-01-08 13:51:12,SMP01,Laboratory 207,23.977,24784.763,Refrigerator(207),abs,abs,23.977,1736344272,S0
2025-01-08 13:51:24,SMP01,Laboratory 207,23.977,24784.763,Refrigerator(207),abs,abs,23.977,1736344284,S0
2025-01-08 13:51:36,SMP01,Laboratory 207,23.977,24784.763,Refrigerator(207),abs,abs,23.977,1736344296,S0
2025-01-08 13:51:48,SMP01,Laboratory 207,25.812,24785.171,Refrigerator(207),abs,abs,25.812,1736344308,S0
2025-01-08 13:52:00,SMP01,Laboratory 207,25.812,24785.171,Refrigerator(207),abs,abs,25.812,1736344320,S0
2025-01-08 13:52:12,SMP01,Laboratory 207,25.812,24785.171,Refrigerator(207),abs,abs,25.812,1736344332,S0
2025-01-08 13:52:24,SMP01,Laboratory 207,25.812,24785.171,Refrigerator(207),abs,abs,25.812,1736344344,S0
2025-01-08 13:52:36,SMP01,Laboratory 207,25.812,24785.171,Refrigerator(207),abs,abs,25.812,1736344356,S0
2025-01-08 13:52:49,SMP01,Laboratory 207,26.446,24785.612,Refrigerator(207),abs,abs,26.446,1736344369,S0
2025-01-08 13:53:01,SMP01,Laboratory 207,26.446,24785.612,Refrigerator(207),abs,abs,26.446,1736344381,S0
2025-01-08 13:53:13,SMP01,Laboratory 207,26.446,24785.612,Refrigerator(207),abs,abs,26.446,1736344393,S0
2025-01-08 13:53:25,SMP01,Laboratory 207,26.446,24785.612,Refrigerator(207),abs,abs,26.446,1736344405,S0
2025-01-08 13:53:37,SMP01,Laboratory 207,26.446,24785.612,Refrigerator(207),abs,abs,26.446,1736344417,S0
2025-01-08 13:53:49,SMP01,Laboratory 207,27.044,24786.057,Refrigerator(207),abs,abs,27.044,1736344429,S0
