Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,Activity,Total Power (W),Unix Time
2024-11-28 14:01:32,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.35422629616355045,-1.598561339421336
2024-11-28 14:01:44,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.35422629616355045,-1.5945008781927843
2024-11-28 14:01:56,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.3536342705918707,-1.5904404169642323
2024-11-28 14:02:08,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.16324488283436103,-1.5863799557356804
2024-11-28 14:02:21,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.19341777231514526,-1.5819811227380824
2024-11-28 14:02:33,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.19341777231514526,-1.5779206615095305
2024-11-28 14:02:45,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.19270325869415306,-1.5738602002809785
2024-11-28 14:02:57,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.1929482347927792,-1.5697997390524265
2024-11-28 14:03:09,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6586090987065079,-1.5657392778238748
2024-11-28 14:03:21,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6586090987065079,-1.5616788165953228
2024-11-28 14:03:33,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6586090987065079,-1.5576183553667708
2024-11-28 14:03:45,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2930971941481648,-1.5535578941382189
2024-11-28 14:03:57,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2930155354486226,-1.549497432909667
2024-11-28 14:04:09,6,1,0.3479014289213462,-0.9733275944259312,1,4,-2.833159852836168,-1.545436971681115
2024-11-28 14:04:22,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.4659890757535505,-1.541038138683517
2024-11-28 14:04:34,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.4659890757535505,-1.536977677454965
2024-11-28 14:04:46,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.4647846099353055,-1.5329172162264133
2024-11-28 14:04:58,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.4648458539599618,-1.5288567549978613
2024-11-28 14:05:10,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2067227047075708,-1.5247962937693094
2024-11-28 14:05:22,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2067227047075708,-1.5207358325407574
2024-11-28 14:05:34,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2067227047075708,-1.5166753713122054
2024-11-28 14:05:46,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2064573139340597,-1.5126149100836535
2024-11-28 14:05:58,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2058040443377231,-1.5085544488551017
2024-11-28 14:06:11,6,1,0.3479014289213462,-0.9733275944259312,1,4,-5.08144841265229,-1.5041556158575036
2024-11-28 14:06:23,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9683813754192396,-1.5000951546289518
2024-11-28 14:06:35,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9683813754192396,-1.4960346934003999
2024-11-28 14:06:47,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.968238472695041,-1.4919742321718479
2024-11-28 14:06:59,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9682588873699266,-1.487913770943296
2024-11-28 14:07:11,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.913486314652103,-1.483853309714744
2024-11-28 14:07:23,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.913486314652103,-1.479792848486192
2024-11-28 14:07:35,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.913486314652103,-1.4757323872576402
2024-11-28 14:07:47,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9148745125443173,-1.4716719260290883
2024-11-28 14:07:59,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9151603179927146,-1.4676114648005363
2024-11-28 14:08:11,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.3830442516937222,-1.4635510035719843
2024-11-28 14:08:24,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2630059633669226,-1.4591521705743864
2024-11-28 14:08:36,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2630059633669226,-1.4550917093458344
2024-11-28 14:08:48,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.2621893763715022,-1.4510312481172825
2024-11-28 14:09:00,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.7988783298448481,-1.4469707868887305
2024-11-28 14:09:12,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6136763992834995,-1.4429103256601787
2024-11-28 14:09:24,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6136763992834995,-1.4388498644316268
2024-11-28 14:09:36,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.6136763992834995,-1.4347894032030748
2024-11-28 14:09:48,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.613758057983042,-1.4307289419745228
2024-11-28 14:10:02,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.747923301330615,-1.425991737207879
2024-11-28 14:10:14,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.5435852549933746,-1.421931275979327
2024-11-28 14:10:27,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9881631953832989,-1.417532442981729
2024-11-28 14:10:39,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9881631953832989,-1.4134719817531771
2024-11-28 14:10:51,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9874690964371912,-1.4094115205246251
2024-11-28 14:11:03,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.5068055762578545,-1.4053510592960732
2024-11-28 14:11:15,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.5068055762578545,-1.4012905980675212
2024-11-28 14:11:27,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.5068055762578545,-1.3972301368389695
2024-11-28 14:11:39,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.501293614038766,-1.3931696756104175
2024-11-28 14:11:51,6,1,0.3479014289213462,-0.9733275944259312,1,4,-0.9995545839694134,-1.3891092143818655
2024-11-28 14:12:04,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.611625236611539,-1.3847103813842676
2024-11-28 14:12:16,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.6161164650863504,-1.3806499201557156
2024-11-28 14:12:28,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.6161164650863504,-1.3765894589271637
2024-11-28 14:12:40,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.6161164650863504,-1.3725289976986117
2024-11-28 14:12:52,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.5255161379444564,-1.3684685364700597
2024-11-28 14:13:04,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.53645840368309,-1.364408075241508
2024-11-28 14:13:17,6,1,0.3479014289213462,-0.9733275944259312,1,4,-5.201486700979091,-1.36000924224391
2024-11-28 14:13:29,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.53645840368309,-1.355948781015358
2024-11-28 14:13:41,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.53645840368309,-1.3518883197868061
2024-11-28 14:13:53,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4500022555429541,-1.3478278585582542
2024-11-28 14:14:05,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.8506810795208628,-1.3437673973297022
2024-11-28 14:14:17,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.8661962324338504,-1.3397069361011502
2024-11-28 14:14:29,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.8661962324338504,-1.3356464748725985
2024-11-28 14:14:41,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.8661962324338504,-1.3315860136440465
2024-11-28 14:14:53,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.8287557186938246,-1.3275255524154945
2024-11-28 14:15:05,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3124685908392715,-1.3234650911869426
2024-11-28 14:15:17,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3124685908392715,-1.3194046299583906
2024-11-28 14:15:30,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3124685908392715,-1.3150057969607927
2024-11-28 14:15:42,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3124685908392715,-1.3109453357322407
2024-11-28 14:15:54,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.345132070656088,-1.3068848745036887
2024-11-28 14:16:06,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3349043185384482,-1.302824413275137
2024-11-28 14:16:18,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3349043185384482,-1.298763952046585
2024-11-28 14:16:30,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3349043185384482,-1.294703490818033
2024-11-28 14:16:42,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3349043185384482,-1.290643029589481
2024-11-28 14:16:54,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.3624233002841148,-1.286582568360929
2024-11-28 14:17:06,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4103977862650643,-1.2825221071323771
2024-11-28 14:17:18,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4103977862650643,-1.2784616459038252
2024-11-28 14:17:30,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4103977862650643,-1.2744011846752734
2024-11-28 14:17:43,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4103977862650643,-1.2700023516776755
2024-11-28 14:17:55,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.4210134172055304,-1.2659418904491235
2024-11-28 14:18:07,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.592598759618243,-1.2618814292205716
2024-11-28 14:18:19,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.592598759618243,-1.2578209679920196
2024-11-28 14:18:31,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.592598759618243,-1.2537605067634676
2024-11-28 14:18:43,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.592598759618243,-1.2497000455349156
2024-11-28 14:18:55,6,1,0.3479014289213462,-0.9733275944259312,1,4,1.5922108807954183,-1.245639584306364
2024-11-28 14:19:07,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.3357693002918081,-1.241579123077812
2024-11-28 14:19:19,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.3202541473788205,-1.23751866184926
2024-11-28 14:19:32,6,1,0.3479014289213462,-0.9733275944259312,1,4,-2.8101116848904266,-1.233119828851662
2024-11-28 14:19:44,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.3202541473788205,-1.22905936762311
2024-11-28 14:19:56,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.3276034303376045,-1.224998906394558
2024-11-28 14:20:09,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7323856039675001,-1.2206000733969602
2024-11-28 14:20:21,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7323856039675001,-1.2165396121684082
2024-11-28 14:20:33,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7323856039675001,-1.2124791509398563
2024-11-28 14:20:45,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7483090503781986,-1.2084186897113043
2024-11-28 14:20:57,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.746022606791021,-1.2043582284827525
2024-11-28 14:21:10,6,1,0.3479014289213462,-0.9733275944259312,1,4,-3.8653462297224483,-1.1999593954851546
2024-11-28 14:21:22,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.2820582906680302,-1.1958989342566027
2024-11-28 14:21:34,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.2820582906680302,-1.1918384730280507
2024-11-28 14:21:46,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.28834601053276837,-1.1877780117994987
2024-11-28 14:21:58,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.2878560583355161,-1.1837175505709467
2024-11-28 14:22:10,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7392041053792605,-1.1796570893423948
2024-11-28 14:22:22,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7392041053792605,-1.175596628113843
2024-11-28 14:22:34,6,1,0.3479014289213462,-0.9733275944259312,1,4,-1.3762461649568476,-1.171536166885291
2024-11-28 14:22:47,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7487785879005647,-1.1671373338876931
2024-11-28 14:22:59,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.7525757174292703,-1.1630768726591412
2024-11-28 14:23:11,6,1,0.3479014289213462,-0.9733275944259312,1,4,0.692270767817473,-1.1590164114305892
2024-11-28 14:23:23,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.6998241975251107,-1.1549559502020372
2024-11-28 14:23:35,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.6998241975251107,-1.1508954889734853
2024-11-28 14:23:47,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.6902293003289216,-1.1468350277449333
2024-11-28 14:23:59,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.6920462063937319,-1.1427745665163815
2024-11-28 14:24:11,6,1,0.36711442903882285,-0.9733167329913358,1,4,1.2039441791478998,-1.1387141052878296
2024-11-28 14:24:23,6,1,0.36711442903882285,-0.9733167329913358,1,4,1.2039441791478998,-1.1346536440592776
2024-11-28 14:24:35,6,1,0.36711442903882285,-0.9733167329913358,1,4,1.2039441791478998,-1.1305931828307256
2024-11-28 14:24:47,6,1,0.36711442903882285,-0.9733167329913358,1,4,1.2071288684300394,-1.1265327216021737
2024-11-28 14:25:00,6,1,0.36711442903882285,-0.9733167329913358,1,4,1.2048015954930917,-1.1221338886045757
2024-11-28 14:25:12,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.5281163670630856,-1.1180734273760238
2024-11-28 14:25:24,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.5281163670630856,-1.1140129661474718
2024-11-28 14:25:36,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.5281163670630856,-1.10995250491892
2024-11-28 14:25:48,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.5280959523881995,-1.105892043690368
2024-11-28 14:26:00,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.5297087117041549,-1.1018315824618161
2024-11-28 14:26:12,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3707804677204576,-1.0977711212332641
2024-11-28 14:26:24,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3707804677204576,-1.0937106600047122
2024-11-28 14:26:36,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3707804677204576,-1.0896501987761602
2024-11-28 14:26:48,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3715970547158784,-1.0855897375476085
2024-11-28 14:27:00,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.363063720613735,-1.0815292763190565
2024-11-28 14:27:13,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3145788677606483,-1.0771304433214586
2024-11-28 14:27:25,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3145788677606483,-1.0730699820929066
2024-11-28 14:27:37,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3145788677606483,-1.0690095208643546
2024-11-28 14:27:49,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.3216627599459211,-1.0649490596358027
2024-11-28 14:28:01,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.32325510458699036,-1.0608885984072507
