Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,user1_activity,user2_activity,user3_activity,Total Power (W),Unix Time,state
2024-11-28 15:34:46,SMP01,Laboratory 207,0.701,6190.968,Refrigerator(207),wpc,wopc,wpc,0.701,1732808086,S36
2024-11-28 15:34:58,SMP01,Laboratory 207,0.701,6190.968,Refrigerator(207),wpc,wopc,wpc,0.701,1732808098,S36
2024-11-28 15:35:10,SMP01,Laboratory 207,0.701,6190.968,Refrigerator(207),wpc,wopc,l,0.701,1732808110,S39
2024-11-28 15:35:23,SMP01,Laboratory 207,0.701,6190.968,Refrigerator(207),wpc,wopc,l,0.701,1732808123,S39
2024-11-28 15:35:35,SMP01,Laboratory 207,0.701,6190.968,Refrigerator(207),wpc,wopc,l,0.701,1732808135,S39
2024-11-28 15:35:47,SMP01,Laboratory 207,5.236,6191.007,Refrigerator(207),wpc,wopc,l,5.236,1732808147,S39
2024-11-28 15:35:59,SMP01,Laboratory 207,5.236,6191.007,Refrigerator(207),wpc,wopc,l,5.236,1732808159,S39
2024-11-28 15:36:11,SMP01,Laboratory 207,5.236,6191.007,Refrigerator(207),wpc,wopc,l,5.236,1732808171,S39
2024-11-28 15:36:23,SMP01,Laboratory 207,5.236,6191.007,Refrigerator(207),wpc,wopc,l,5.236,1732808183,S39
2024-11-28 15:36:35,SMP01,Laboratory 207,5.236,6191.007,Refrigerator(207),wpc,wopc,l,5.236,1732808195,S39
2024-11-28 15:36:47,SMP01,Laboratory 207,0.685,6191.028,Refrigerator(207),wpc,wopc,l,0.685,1732808207,S39
2024-11-28 15:36:59,SMP01,Laboratory 207,0.685,6191.028,Refrigerator(207),wpc,wopc,l,0.685,1732808219,S39
2024-11-28 15:37:11,SMP01,Laboratory 207,0.685,6191.028,Refrigerator(207),wpc,wopc,wpc,0.685,1732808231,S36
2024-11-28 15:37:24,SMP01,Laboratory 207,0.685,6191.028,Refrigerator(207),wpc,wopc,wpc,0.685,1732808244,S36
2024-11-28 15:37:36,SMP01,Laboratory 207,0.685,6191.028,Refrigerator(207),wpc,wopc,wpc,0.685,1732808256,S36
2024-11-28 15:37:48,SMP01,Laboratory 207,0.679,6191.095,Refrigerator(207),wpc,wopc,wpc,0.679,1732808268,S36
2024-11-28 15:38:00,SMP01,Laboratory 207,0.679,6191.095,Refrigerator(207),wpc,wopc,wpc,0.679,1732808280,S36
2024-11-28 15:38:12,SMP01,Laboratory 207,0.679,6191.095,Refrigerator(207),wpc,wopc,wpc,0.679,1732808292,S36
2024-11-28 15:38:24,SMP01,Laboratory 207,0.679,6191.095,Refrigerator(207),wpc,wopc,wpc,0.679,1732808304,S36
2024-11-28 15:38:36,SMP01,Laboratory 207,0.679,6191.095,Refrigerator(207),wpc,wopc,wpc,0.679,1732808316,S36
2024-11-28 15:38:48,SMP01,Laboratory 207,0.682,6191.107,Refrigerator(207),wpc,wopc,wpc,0.682,1732808328,S36
2024-11-28 15:39:00,SMP01,Laboratory 207,0.682,6191.107,Refrigerator(207),wpc,wopc,wpc,0.682,1732808340,S36
2024-11-28 15:39:12,SMP01,Laboratory 207,0.682,6191.107,Refrigerator(207),wpc,wopc,wpc,0.682,1732808352,S36
2024-11-28 15:39:25,SMP01,Laboratory 207,0.682,6191.107,Refrigerator(207),wpc,wopc,wpc,0.682,1732808365,S36
2024-11-28 15:39:37,SMP01,Laboratory 207,0.682,6191.107,Refrigerator(207),wpc,wopc,wpc,0.682,1732808377,S36
2024-11-28 15:39:49,SMP01,Laboratory 207,0.649,6191.118,Refrigerator(207),wpc,wopc,wpc,0.649,1732808389,S36
2024-11-28 15:40:02,SMP01,Laboratory 207,0.649,6191.118,Refrigerator(207),wpc,wopc,wpc,0.649,1732808402,S36
2024-11-28 15:40:14,SMP01,Laboratory 207,0.649,6191.118,Refrigerator(207),wpc,wopc,wpc,0.649,1732808414,S36
2024-11-28 15:40:26,SMP01,Laboratory 207,0.649,6191.118,Refrigerator(207),wpc,wopc,wpc,0.649,1732808426,S36
2024-11-28 15:40:38,SMP01,Laboratory 207,0.649,6191.118,Refrigerator(207),wpc,wopc,wpc,0.649,1732808438,S36
2024-11-28 15:40:50,SMP01,Laboratory 207,0.691,6191.129,Refrigerator(207),wpc,wopc,wpc,0.691,1732808450,S36
2024-11-28 15:41:03,SMP01,Laboratory 207,0.691,6191.129,Refrigerator(207),wpc,wopc,wpc,0.691,1732808463,S36
2024-11-28 15:41:15,SMP01,Laboratory 207,0.691,6191.129,Refrigerator(207),wpc,wopc,wpc,0.691,1732808475,S36
2024-11-28 15:41:27,SMP01,Laboratory 207,0.691,6191.129,Refrigerator(207),wpc,wopc,wpc,0.691,1732808487,S36
2024-11-28 15:41:39,SMP01,Laboratory 207,0.691,6191.129,Refrigerator(207),wpc,wopc,wpc,0.691,1732808499,S36
2024-11-28 15:41:51,SMP01,Laboratory 207,0.716,6191.141,Refrigerator(207),wpc,wopc,wpc,0.716,1732808511,S36
2024-11-28 15:42:03,SMP01,Laboratory 207,0.716,6191.141,Refrigerator(207),wpc,wopc,wpc,0.716,1732808523,S36
2024-11-28 15:42:15,SMP01,Laboratory 207,0.716,6191.141,Refrigerator(207),wpc,wopc,wpc,0.716,1732808535,S36
2024-11-28 15:42:27,SMP01,Laboratory 207,0.716,6191.141,Refrigerator(207),wpc,wopc,wpc,0.716,1732808547,S36
2024-11-28 15:42:39,SMP01,Laboratory 207,0.716,6191.141,Refrigerator(207),wpc,wopc,wpc,0.716,1732808559,S36
2024-11-28 15:42:52,SMP01,Laboratory 207,0.651,6191.152,Refrigerator(207),wpc,wopc,wpc,0.651,1732808572,S36
2024-11-28 15:43:04,SMP01,Laboratory 207,0.651,6191.152,Refrigerator(207),wpc,wopc,wpc,0.651,1732808584,S36
2024-11-28 15:43:16,SMP01,Laboratory 207,0.651,6191.152,Refrigerator(207),wpc,wopc,wpc,0.651,1732808596,S36
2024-11-28 15:43:28,SMP01,Laboratory 207,0.651,6191.152,Refrigerator(207),wpc,wopc,wpc,0.651,1732808608,S36
2024-11-28 15:43:40,SMP01,Laboratory 207,0.651,6191.152,Refrigerator(207),wpc,wopc,wpc,0.651,1732808620,S36
2024-11-28 15:43:52,SMP01,Laboratory 207,0.702,6191.163,Refrigerator(207),wpc,wopc,wpc,0.702,1732808632,S36
2024-11-28 15:44:04,SMP01,Laboratory 207,0.702,6191.163,Refrigerator(207),wpc,wopc,wpc,0.702,1732808644,S36
2024-11-28 15:44:16,SMP01,Laboratory 207,0.702,6191.163,Refrigerator(207),wpc,wopc,wpc,0.702,1732808656,S36
2024-11-28 15:44:28,SMP01,Laboratory 207,0.702,6191.163,Refrigerator(207),wpc,wopc,wpc,0.702,1732808668,S36
2024-11-28 15:44:40,SMP01,Laboratory 207,0.702,6191.163,Refrigerator(207),wpc,wopc,wpc,0.702,1732808680,S36
2024-11-28 15:44:52,SMP01,Laboratory 207,0.652,6191.175,Refrigerator(207),wpc,wopc,wpc,0.652,1732808692,S36
2024-11-28 15:45:04,SMP01,Laboratory 207,0.652,6191.175,Refrigerator(207),wpc,wopc,wpc,0.652,1732808704,S36
2024-11-28 15:45:17,SMP01,Laboratory 207,0.652,6191.175,Refrigerator(207),wpc,wopc,wpc,0.652,1732808717,S36
2024-11-28 15:45:29,SMP01,Laboratory 207,0.652,6191.175,Refrigerator(207),wpc,wopc,wpc,0.652,1732808729,S36
2024-11-28 15:45:41,SMP01,Laboratory 207,0.652,6191.175,Refrigerator(207),wpc,wopc,wpc,0.652,1732808741,S36
2024-11-28 15:45:53,SMP01,Laboratory 207,0.656,6191.186,Refrigerator(207),wpc,wopc,wpc,0.656,1732808753,S36
2024-11-28 15:46:05,SMP01,Laboratory 207,0.656,6191.186,Refrigerator(207),wpc,wopc,wpc,0.656,1732808765,S36
2024-11-28 15:46:17,SMP01,Laboratory 207,0.656,6191.186,Refrigerator(207),wpc,wopc,wpc,0.656,1732808777,S36
2024-11-28 15:46:29,SMP01,Laboratory 207,0.656,6191.186,Refrigerator(207),wpc,wopc,wpc,0.656,1732808789,S36
2024-11-28 15:46:42,SMP01,Laboratory 207,0.656,6191.186,Refrigerator(207),wpc,wopc,wpc,0.656,1732808802,S36
2024-11-28 15:46:54,SMP01,Laboratory 207,34.461,6191.457,Refrigerator(207),wpc,wopc,wpc,34.461,1732808814,S36
2024-11-28 15:47:06,SMP01,Laboratory 207,34.461,6191.457,Refrigerator(207),wpc,wopc,wpc,34.461,1732808826,S36
2024-11-28 15:47:18,SMP01,Laboratory 207,34.461,6191.457,Refrigerator(207),wpc,wopc,wpc,34.461,1732808838,S36
2024-11-28 15:47:30,SMP01,Laboratory 207,34.461,6191.457,Refrigerator(207),wpc,wopc,wpc,34.461,1732808850,S36
2024-11-28 15:47:42,SMP01,Laboratory 207,34.461,6191.457,Refrigerator(207),wpc,wopc,wpc,34.461,1732808862,S36
2024-11-28 15:47:54,SMP01,Laboratory 207,30.821,6192.003,Refrigerator(207),wpc,wopc,wpc,30.821,1732808874,S36
2024-11-28 15:48:07,SMP01,Laboratory 207,30.821,6192.003,Refrigerator(207),wpc,wopc,wpc,30.821,1732808887,S36
2024-11-28 15:48:19,SMP01,Laboratory 207,30.821,6192.003,Refrigerator(207),wpc,wopc,wpc,30.821,1732808899,S36
2024-11-28 15:48:31,SMP01,Laboratory 207,30.821,6192.003,Refrigerator(207),wpc,wopc,wpc,30.821,1732808911,S36
2024-11-28 15:48:43,SMP01,Laboratory 207,30.821,6192.003,Refrigerator(207),wpc,wopc,wpc,30.821,1732808923,S36
2024-11-28 15:48:55,SMP01,Laboratory 207,27.154,6192.479,Refrigerator(207),wpc,wopc,wpc,27.154,1732808935,S36
2024-11-28 15:49:07,SMP01,Laboratory 207,27.154,6192.479,Refrigerator(207),wpc,wopc,wpc,27.154,1732808947,S36
2024-11-28 15:49:19,SMP01,Laboratory 207,27.154,6192.479,Refrigerator(207),wpc,wopc,wpc,27.154,1732808959,S36
2024-11-28 15:49:31,SMP01,Laboratory 207,27.154,6192.479,Refrigerator(207),wpc,wopc,wpc,27.154,1732808971,S36
2024-11-28 15:49:43,SMP01,Laboratory 207,27.154,6192.479,Refrigerator(207),wpc,wopc,wpc,27.154,1732808983,S36
2024-11-28 15:49:55,SMP01,Laboratory 207,25.634,6192.915,Refrigerator(207),wpc,wopc,wpc,25.634,1732808995,S36
2024-11-28 15:50:09,SMP01,Laboratory 207,25.634,6192.915,Refrigerator(207),l,wopc,wpc,25.634,1732809009,S111
2024-11-28 15:50:21,SMP01,Laboratory 207,25.634,6192.915,Refrigerator(207),l,wopc,wpc,25.634,1732809021,S111
2024-11-28 15:50:33,SMP01,Laboratory 207,25.634,6192.915,Refrigerator(207),l,wopc,wpc,25.634,1732809033,S111
2024-11-28 15:50:45,SMP01,Laboratory 207,29.383,6193.375,Refrigerator(207),l,wopc,wpc,29.383,1732809045,S111
2024-11-28 15:50:57,SMP01,Laboratory 207,29.383,6193.375,Refrigerator(207),l,wopc,wpc,29.383,1732809057,S111
2024-11-28 15:51:09,SMP01,Laboratory 207,29.383,6193.375,Refrigerator(207),l,wopc,wpc,29.383,1732809069,S111
2024-11-28 15:51:21,SMP01,Laboratory 207,29.383,6193.375,Refrigerator(207),l,wopc,wpc,29.383,1732809081,S111
2024-11-28 15:51:34,SMP01,Laboratory 207,29.383,6193.375,Refrigerator(207),l,wopc,wpc,29.383,1732809094,S111
2024-11-28 15:51:46,SMP01,Laboratory 207,27.783,6193.819,Refrigerator(207),l,wopc,wpc,27.783,1732809106,S111
2024-11-28 15:51:58,SMP01,Laboratory 207,27.783,6193.819,Refrigerator(207),l,wopc,wpc,27.783,1732809118,S111
2024-11-28 15:52:10,SMP01,Laboratory 207,27.783,6193.819,Refrigerator(207),wpc,wopc,wpc,27.783,1732809130,S36
2024-11-28 15:52:22,SMP01,Laboratory 207,27.783,6193.819,Refrigerator(207),wpc,wopc,wpc,27.783,1732809142,S36
2024-11-28 15:52:34,SMP01,Laboratory 207,27.783,6193.819,Refrigerator(207),wpc,wopc,wpc,27.783,1732809154,S36
2024-11-28 15:52:46,SMP01,Laboratory 207,26.673,6194.302,Refrigerator(207),wpc,wopc,wpc,26.673,1732809166,S36
2024-11-28 15:52:58,SMP01,Laboratory 207,26.673,6194.302,Refrigerator(207),wpc,wopc,wpc,26.673,1732809178,S36
2024-11-28 15:53:10,SMP01,Laboratory 207,26.673,6194.302,Refrigerator(207),wpc,wopc,wpc,26.673,1732809190,S36
2024-11-28 15:53:22,SMP01,Laboratory 207,26.673,6194.302,Refrigerator(207),wpc,wopc,wpc,26.673,1732809202,S36
2024-11-28 15:53:34,SMP01,Laboratory 207,26.673,6194.302,Refrigerator(207),wpc,wopc,wpc,26.673,1732809214,S36
2024-11-28 15:53:46,SMP01,Laboratory 207,29.831,6194.774,Refrigerator(207),wpc,wopc,wpc,29.831,1732809226,S36
2024-11-28 15:53:59,SMP01,Laboratory 207,29.831,6194.774,Refrigerator(207),wpc,wopc,wpc,29.831,1732809239,S36
2024-11-28 15:54:11,SMP01,Laboratory 207,29.831,6194.774,Refrigerator(207),wpc,wopc,wpc,29.831,1732809251,S36
2024-11-28 15:54:23,SMP01,Laboratory 207,29.831,6194.774,Refrigerator(207),wpc,wopc,wpc,29.831,1732809263,S36
2024-11-28 15:54:35,SMP01,Laboratory 207,29.831,6194.774,Refrigerator(207),wpc,wopc,wpc,29.831,1732809275,S36
2024-11-28 15:54:47,SMP01,Laboratory 207,29.272,6195.262,Refrigerator(207),wpc,wopc,wpc,29.272,1732809287,S36
2024-11-28 15:54:59,SMP01,Laboratory 207,29.272,6195.262,Refrigerator(207),wpc,wopc,wpc,29.272,1732809299,S36
2024-11-28 15:55:11,SMP01,Laboratory 207,29.272,6195.262,Refrigerator(207),wopc,wopc,wpc,29.272,1732809311,S61
2024-11-28 15:55:23,SMP01,Laboratory 207,29.272,6195.262,Refrigerator(207),wopc,wopc,wpc,29.272,1732809323,S61
2024-11-28 15:55:35,SMP01,Laboratory 207,29.272,6195.262,Refrigerator(207),wopc,wopc,wpc,29.272,1732809335,S61
2024-11-28 15:55:47,SMP01,Laboratory 207,30.038,6195.757,Refrigerator(207),wopc,wopc,wpc,30.038,1732809347,S61
2024-11-28 15:55:59,SMP01,Laboratory 207,30.038,6195.757,Refrigerator(207),wopc,wopc,wpc,30.038,1732809359,S61
2024-11-28 15:56:11,SMP01,Laboratory 207,30.038,6195.757,Refrigerator(207),wopc,wopc,wpc,30.038,1732809371,S61
