Time,Device Label,Device Name,Location,Component,Component Label,Capability,Attribute,Value
2024-11-22T00:11:34.000+00:00,SMP13,SMP13,Laboratory 207,main,main,energyMeter,energy,0.094
2024-11-22T01:11:09.000+00:00,SMP13,SMP13,Laboratory 207,main,main,energyMeter,energy,0.099
